date,value
2022-04-25,6855
2022-04-26,6854
2022-04-27,6852
2022-04-28,6850
2022-04-29,6849
2022-04-30,6847
2022-05-01,6845
2022-05-02,6844
2022-05-03,6842
2022-05-04,6841
2022-05-05,6839
2022-05-06,6837
2022-05-07,6836
2022-05-08,6834
2022-05-09,6832
2022-05-10,6831
2022-05-11,6829
2022-05-12,6827
2022-05-13,6826
2022-05-14,6824
2022-05-15,6823
2022-05-16,6821
2022-05-17,6819
2022-05-18,6818
2022-05-19,6816
2022-05-20,6814
2022-05-21,6813
2022-05-22,6811
2022-05-23,6809
2022-05-24,6808
2022-05-25,6806
2022-05-26,6805
2022-05-27,6803
2022-05-28,6801
2022-05-29,6800
2022-05-30,6798
2022-05-31,6796
2022-06-01,6795
2022-06-02,6793
2022-06-03,6792
2022-06-04,6790
2022-06-05,6788
2022-06-06,6787
2022-06-07,6785
2022-06-08,6783
2022-06-09,6782
2022-06-10,6780
2022-06-11,6779
2022-06-12,6777
2022-06-13,6775
2022-06-14,6774
2022-06-15,6772
2022-06-16,6770
2022-06-17,6769
2022-06-18,6767
2022-06-19,6766
2022-06-20,6764
2022-06-21,6762
2022-06-22,6761
2022-06-23,6759
2022-06-24,6757
2022-06-25,6756
2022-06-26,6754
2022-06-27,6753
2022-06-28,6751
2022-06-29,6749
2022-06-30,6748
2022-07-01,6746
2022-07-02,6744
2022-07-03,6743
2022-07-04,6741
2022-07-05,6740
2022-07-06,6738
2022-07-07,6736
2022-07-08,6735
2022-07-09,6733
2022-07-10,6732
2022-07-11,6730
2022-07-12,6728
2022-07-13,6727
2022-07-14,6725
2022-07-15,6724
2022-07-16,6722
2022-07-17,6720
2022-07-18,6719
2022-07-19,6717
2022-07-20,6715
2022-07-21,6714
2022-07-22,6712
2022-07-23,6711
2022-07-24,6709
2022-07-25,6707
2022-07-26,6706
2022-07-27,6704
2022-07-28,6703
2022-07-29,6701
2022-07-30,6699
2022-07-31,6698
2022-08-01,6696
2022-08-02,6695
2022-08-03,6693
2022-08-04,6691
2022-08-05,6690
2022-08-06,6688
2022-08-07,6687
2022-08-08,6685
2022-08-09,6683
2022-08-10,6682
2022-08-11,6680
2022-08-12,6679
2022-08-13,6677
2022-08-14,6675
2022-08-15,6674
2022-08-16,6672
2022-08-17,6671
2022-08-18,6669
2022-08-19,6667
2022-08-20,6666
2022-08-21,6664
2022-08-22,6663
2022-08-23,6661
2022-08-24,6659
2022-08-25,6658
2022-08-26,6656
2022-08-27,6655
2022-08-28,6653
2022-08-29,6651
2022-08-30,6650
2022-08-31,6648
2022-09-01,6647
2022-09-02,6645
2022-09-03,6643
2022-09-04,6642
2022-09-05,6640
2022-09-06,6639
2022-09-07,6637
2022-09-08,6635
2022-09-09,6634
2022-09-10,6632
2022-09-11,6631
2022-09-12,6629
2022-09-13,6628
2022-09-14,6626
2022-09-15,6624
2022-09-16,6623
2022-09-17,6621
2022-09-18,6620
2022-09-19,6618
2022-09-20,6616
2022-09-21,6615
2022-09-22,6613
2022-09-23,6612
2022-09-24,6610
2022-09-25,6608
2022-09-26,6607
2022-09-27,6605
2022-09-28,6604
2022-09-29,6602
2022-09-30,6601
2022-10-01,6599
2022-10-02,6597
2022-10-03,6596
2022-10-04,6594
2022-10-05,6593
2022-10-06,6591
2022-10-07,6590
2022-10-08,6588
2022-10-09,6586
2022-10-10,6585
2022-10-11,6583
2022-10-12,6582
2022-10-13,6580
2022-10-14,6578
2022-10-15,6577
2022-10-16,6575
2022-10-17,6574
2022-10-18,6572
2022-10-19,6571
2022-10-20,6569
2022-10-21,6567
2022-10-22,6566
2022-10-23,6564
2022-10-24,6563
2022-10-25,6561
2022-10-26,6560
2022-10-27,6558
2022-10-28,6556
2022-10-29,6555
2022-10-30,6553
2022-10-31,6552
2022-11-01,6550
2022-11-02,6549
2022-11-03,6547
2022-11-04,6545
2022-11-05,6544
2022-11-06,6542
2022-11-07,6541
2022-11-08,6539
2022-11-09,6538
2022-11-10,6536
2022-11-11,6534
2022-11-12,6533
2022-11-13,6531
2022-11-14,6530
2022-11-15,6528
2022-11-16,6527
2022-11-17,6525
2022-11-18,6524
2022-11-19,6522
2022-11-20,6520
2022-11-21,6519
2022-11-22,6517
2022-11-23,6516
2022-11-24,6514
2022-11-25,6513
2022-11-26,6511
2022-11-27,6509
2022-11-28,6508
2022-11-29,6506
2022-11-30,6505
2022-12-01,6503
2022-12-02,6502
2022-12-03,6500
2022-12-04,6499
2022-12-05,6497
2022-12-06,6495
2022-12-07,6494
2022-12-08,6492
2022-12-09,6491
2022-12-10,6489
2022-12-11,6488
2022-12-12,6486
2022-12-13,6485
2022-12-14,6483
2022-12-15,6481
2022-12-16,6480
2022-12-17,6478
2022-12-18,6477
2022-12-19,6475
2022-12-20,6474
2022-12-21,6472
2022-12-22,6471
2022-12-23,6469
2022-12-24,6467
2022-12-25,6466
2022-12-26,6464
2022-12-27,6463
2022-12-28,6461
2022-12-29,6460
2022-12-30,6458
2022-12-31,6457
2023-01-01,6455
2023-01-02,6454
2023-01-03,6452
2023-01-04,6450
2023-01-05,6449
2023-01-06,6447
2023-01-07,6446
2023-01-08,6444
2023-01-09,6443
2023-01-10,6441
2023-01-11,6440
2023-01-12,6438
2023-01-13,6437
2023-01-14,6435
2023-01-15,6433
2023-01-16,6432
2023-01-17,6430
2023-01-18,6429
2023-01-19,6427
2023-01-20,6426
2023-01-21,6424
2023-01-22,6423
2023-01-23,6421
2023-01-24,6420
2023-01-25,6418
2023-01-26,6417
2023-01-27,6415
2023-01-28,6413
2023-01-29,6412
2023-01-30,6410
2023-01-31,6409
2023-02-01,6407
2023-02-02,6406
2023-02-03,6404
2023-02-04,6403
2023-02-05,6401
2023-02-06,6400
2023-02-07,6398
2023-02-08,6397
2023-02-09,6395
2023-02-10,6394
2023-02-11,6392
2023-02-12,6390
2023-02-13,6389
2023-02-14,6387
2023-02-15,6386
2023-02-16,6384
2023-02-17,6383
2023-02-18,6381
2023-02-19,6380
2023-02-20,6378
2023-02-21,6377
2023-02-22,6375
2023-02-23,6374
2023-02-24,6372
2023-02-25,6371
2023-02-26,6369
2023-02-27,6368
2023-02-28,6366
2023-03-01,6364
2023-03-02,6363
2023-03-03,6361
2023-03-04,6360
2023-03-05,6358
2023-03-06,6357
2023-03-07,6355
2023-03-08,6354
2023-03-09,6352
2023-03-10,6351
2023-03-11,6349
2023-03-12,6348
2023-03-13,6346
2023-03-14,6345
2023-03-15,6343
2023-03-16,6342
2023-03-17,6340
2023-03-18,6339
2023-03-19,6337
2023-03-20,6336
2023-03-21,6334
2023-03-22,6333
2023-03-23,6331
2023-03-24,6329
2023-03-25,6328
2023-03-26,6326
2023-03-27,6325
2023-03-28,6323
2023-03-29,6322
2023-03-30,6320
2023-03-31,6319
2023-04-01,6317
2023-04-02,6316
2023-04-03,6314
2023-04-04,6313
2023-04-05,6311
2023-04-06,6310
2023-04-07,6308
2023-04-08,6307
2023-04-09,6305
2023-04-10,6304
2023-04-11,6302
2023-04-12,6301
2023-04-13,6299
2023-04-14,6298
2023-04-15,6296
2023-04-16,6295
2023-04-17,6293
2023-04-18,6292
2023-04-19,6290
2023-04-20,6289
2023-04-21,6287
2023-04-22,6286
2023-04-23,6284
2023-04-24,6283
2023-04-25,6281
2023-04-26,6280
2023-04-27,6278
2023-04-28,6277
2023-04-29,6275
2023-04-30,6274
2023-05-01,6272
2023-05-02,6271
2023-05-03,6269
2023-05-04,6268
2023-05-05,6266
2023-05-06,6265
2023-05-07,6263
2023-05-08,6262
2023-05-09,6260
2023-05-10,6259
2023-05-11,6257
2023-05-12,6256
2023-05-13,6254
2023-05-14,6253
2023-05-15,6251
2023-05-16,6250
2023-05-17,6248
2023-05-18,6247
2023-05-19,6245
2023-05-20,6244
2023-05-21,6242
2023-05-22,6241
2023-05-23,6239
2023-05-24,6238
2023-05-25,6236
2023-05-26,6235
2023-05-27,6233
2023-05-28,6232
2023-05-29,6230
2023-05-30,6229
2023-05-31,6227
2023-06-01,6226
2023-06-02,6224
2023-06-03,6223
2023-06-04,6221
2023-06-05,6220
2023-06-06,6218
2023-06-07,6217
2023-06-08,6215
2023-06-09,6214
2023-06-10,6212
2023-06-11,6211
2023-06-12,6209
2023-06-13,6208
2023-06-14,6206
2023-06-15,6205
2023-06-16,6203
2023-06-17,6202
2023-06-18,6200
2023-06-19,6199
2023-06-20,6197
2023-06-21,6196
2023-06-22,6194
2023-06-23,6193
2023-06-24,6191
2023-06-25,6190
2023-06-26,6188
